baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GeneID,gene_symbol,regulation_level
802.4656886,-0.56649519,0.18034008,-3.141260618,0.001682223,0.006776317,ENSRNOG00000056332,Miga1,Downregulated
80.39197932,0.848824016,0.561834579,1.510807713,0.130837449,0.246939361,ENSRNOG00000023579,Tet2,Unchanged
191.1774281,-0.485848281,0.372321756,-1.304915097,0.19192176,0.330205482,ENSRNOG00000016379,Jtb,Unchanged
63.96325866,-0.696558655,0.606489153,-1.148509667,0.250758225,0.402299912,ENSRNOG00000048317,H2ac21,Unchanged
75.1292361,-0.225508715,0.585483916,-0.385166371,0.700114157,0.803600804,ENSRNOG00000020797,She,Unchanged
3.526497966,-5.320543696,3.013349355,-1.765657768,0.077453282,0.164536781,ENSRNOG00000024028,Sprr1a,Unchanged
3.44990521,-0.927981211,2.798334924,-0.331619065,0.740176922,0.831422533,ENSRNOG00000032247,Bank1,Unchanged
238.521516,-0.271429074,0.3770403,-0.719894064,0.471590223,0.625773592,ENSRNOG00000009310,Nmd3,Unchanged
424.8271692,1.102227488,0.249238582,4.422379065,9.76E-06,6.69E-05,ENSRNOG00000009538,Etfdh,Upregulated
1226.567931,1.922159282,0.196144679,9.799701361,1.13E-22,5.62E-21,ENSRNOG00000020673,Pbxip1,Upregulated
482.0762626,-0.785192962,0.212266275,-3.699094266,0.00021637,0.00110017,ENSRNOG00000043386,Commd2,Downregulated
484.9138456,-0.466190342,0.231233971,-2.016097977,0.043789732,0.104676318,ENSRNOG00000013393,Eif2a,Unchanged
3.58373033,5.284141799,3.371505344,1.567294505,0.117045869,0.226124927,ENSRNOG00000059120,NA,Unchanged
277.4143437,-0.10852898,0.342809786,-0.316586587,0.751557315,0.839442968,ENSRNOG00000047620,Golph3l,Unchanged
65.08700497,2.170653708,0.691296587,3.139974576,0.001689625,0.006795896,ENSRNOG00000026186,Syde2,Upregulated
21.91143588,3.649865182,1.3170581,2.771225644,0.005584571,0.019071756,ENSRNOG00000018131,Slc16a4,Upregulated
529.4206849,0.313334266,0.218924865,1.431241105,0.152361127,0.277566625,ENSRNOG00000013790,Mfsd1,Unchanged
3.061763492,1.389786555,3.288574549,0.422610628,0.672579371,0.78499809,ENSRNOG00000010866,Tmem154,Unchanged
1202.295944,-1.211146094,0.184816694,-6.55322885,5.63E-11,8.76E-10,ENSRNOG00000012982,Map9,Downregulated
572.4746238,0.09337346,0.233546623,0.39980651,0.689299036,0.796018933,ENSRNOG00000016252,Mblac2,Unchanged
223.4947618,0.194390699,0.372141366,0.522357137,0.601421694,0.731350391,ENSRNOG00000021218,Pias3,Unchanged
64.5639698,-1.528895042,0.700210392,-2.183479508,0.029000516,0.075344268,ENSRNOG00000048082,NA,Unchanged
500.473998,-1.716469641,0.328425841,-5.226353799,1.73E-07,1.63E-06,ENSRNOG00000009577,Ndst4,Downregulated
11.06261369,-1.865271124,1.965538468,-0.948987341,0.342627051,0.502134512,ENSRNOG00000046390,NA,Unchanged
419.3003685,-0.258516696,0.240295593,-1.07582787,0.282004245,0.437336297,ENSRNOG00000022234,mrpl24,Unchanged
58.45150383,1.294550714,0.659076701,1.964188255,0.049508264,0.115326976,ENSRNOG00000024120,Rxfp1,Unchanged
5.797791458,-0.718216768,2.383736541,-0.30129872,0.763186717,0.847561249,ENSRNOG00000059302,LOC100361143,Unchanged
1766.896362,2.565393825,0.163771356,15.66448419,2.65E-55,1.15E-52,ENSRNOG00000019328,Phgdh,Upregulated
1369.158301,-0.495771806,0.152317594,-3.254855803,0.0011345,0.004775888,ENSRNOG00000013741,Ube2d3,Unchanged
14.61797704,1.298840099,1.35085895,0.961492019,0.336304836,0.495570768,ENSRNOG00000061862,Zbtb10,Unchanged
23611.83266,-1.628721644,0.150812135,-10.79967234,3.45E-27,2.49E-25,ENSRNOG00000009882,Ppp3ca,Downregulated
609.1937627,0.071458262,0.217731584,0.328194286,0.742764768,0.833255978,ENSRNOG00000011146,Gyg1,Unchanged
454.2117316,-0.67942212,0.260845786,-2.60468889,0.009195772,0.029151888,ENSRNOG00000014857,RGD1560065,Downregulated
6.322448385,1.050251637,2.170288277,0.483922642,0.628440771,0.751668664,ENSRNOG00000011723,Slc44a3,Unchanged
5.590171506,5.917103494,2.304557038,2.56756652,0.010241514,0.03188198,ENSRNOG00000032941,Mab21l1,Upregulated
12.935324,0.538658217,1.472359228,0.365847007,0.714479241,0.812953978,ENSRNOG00000032715,NA,Unchanged
104.9641218,-0.137413704,0.462507389,-0.297105965,0.76638561,0.849757141,ENSRNOG00000028328,Tyw3,Unchanged
336.1602105,0.564585044,0.274185456,2.059135638,0.039481247,0.096503835,ENSRNOG00000013660,Cog6,Unchanged
109.7178213,1.151966942,0.556062166,2.07165136,0.038297966,0.094255929,ENSRNOG00000011844,Ints12,Unchanged
35.57884534,0.247905141,0.84449545,0.293554147,0.769098618,0.851558551,ENSRNOG00000021105,Gabpb2,Unchanged
142.8378812,2.926674205,0.387590708,7.55094007,4.32E-14,9.69E-13,ENSRNOG00000009822,Tlr2,Upregulated
277.4587946,-0.087628358,0.313960306,-0.279106486,0.780163106,0.859863133,ENSRNOG00000021185,Bola1,Unchanged
324.9386655,1.867453556,0.290032139,6.438781444,1.20E-10,1.79E-09,ENSRNOG00000016617,Wwtr1,Upregulated
6.845406322,-1.512564741,2.075469103,-0.728782105,0.46613496,0.621261691,ENSRNOG00000011631,Fst,Unchanged
35.19723401,2.389248963,1.056667531,2.261117044,0.02375201,0.063866618,ENSRNOG00000057159,Rsl1,Unchanged
137.3806105,-0.57229543,0.421260788,-1.358530029,0.174295561,0.308103043,ENSRNOG00000018166,Prkab2,Unchanged
241.3719996,3.229845654,0.383257167,8.42735878,3.54E-17,1.13E-15,ENSRNOG00000021201,Txnip,Upregulated
45.18434619,2.558886429,0.806873295,3.171360914,0.001517265,0.006184413,ENSRNOG00000014515,Cdc14a,Upregulated
106.5099212,0.258491983,0.465556524,0.555232222,0.578735832,0.713816703,ENSRNOG00000017744,Dram2,Unchanged
8052.819392,-1.195330304,0.144353289,-8.280589324,1.23E-16,3.72E-15,ENSRNOG00000016872,Plppr4,Downregulated
155.1046958,-0.733367412,0.469542882,-1.561875261,0.118317377,0.228077567,ENSRNOG00000017784,Lrif1,Unchanged
76.44253743,-0.31405839,0.594679477,-0.528113718,0.59742041,0.728197195,ENSRNOG00000028749,Atxn7l2,Unchanged
269.9817644,-0.477969068,0.343186013,-1.392740527,0.163698269,0.293896571,ENSRNOG00000058694,Alg5,Unchanged
528.7800312,-1.088764318,0.283648873,-3.838422854,0.000123827,0.000664129,ENSRNOG00000050563,Sub1,Downregulated
390.0300157,-1.515671948,0.264048053,-5.740136813,9.46E-09,1.07E-07,ENSRNOG00000022745,RGD1306502,Downregulated
5.451048554,1.27596766,2.187081043,0.583411238,0.559616494,0.699608112,ENSRNOG00000042985,Slc9b1,Unchanged
553.6824045,-0.770584275,0.21301657,-3.617485139,0.000297479,0.001466231,ENSRNOG00000012136,Mrps30,Downregulated
3.412371297,5.200029447,3.452720809,1.506067167,0.132049932,0.24865761,ENSRNOG00000012608,Tmem212,Unchanged
90.50278178,1.720293782,0.505241038,3.404897175,0.00066189,0.002951505,ENSRNOG00000010747,Dap,Upregulated
31.49098992,-1.574035429,1.081824524,-1.454982204,0.145674188,0.268213016,ENSRNOG00000008765,Zfhx4,Unchanged
1106.789748,-0.976793524,0.172976725,-5.646965063,1.63E-08,1.78E-07,ENSRNOG00000015913,Tspan5,Downregulated
394.0301813,0.963212672,0.284197421,3.389237905,0.000700872,0.003106525,ENSRNOG00000015029,Dbt,Upregulated
2.266316624,-4.678873799,3.593638595,-1.301987853,0.192920538,NA,ENSRNOG00000016437,Tm4sf4,NA
108.4507261,0.365837349,0.417924117,0.875367881,0.38137377,0.54196117,ENSRNOG00000056337,Crtc2,Unchanged
43.10863753,-1.234167325,0.667376672,-1.849281487,0.064417178,0.142242317,ENSRNOG00000009514,Mme,Unchanged
438.1932545,0.157742481,0.231357063,0.681813985,0.49535658,0.645693957,ENSRNOG00000042389,Bcl10,Unchanged
350.1173329,0.866362986,0.302876938,2.860445539,0.004230462,0.015032065,ENSRNOG00000026928,RGD1560402,Upregulated
123.0852742,-0.361108019,0.423240858,-0.853197447,0.393549819,0.553795516,ENSRNOG00000022347,Atpsckmt,Unchanged
12.620227,-0.544691906,1.441462723,-0.377874431,0.705523878,0.807074622,ENSRNOG00000010658,Cth,Unchanged
310.0016509,-0.936770667,0.338459187,-2.767750743,0.005644461,0.019231297,ENSRNOG00000020272,Elapor1,Downregulated
165.5756404,-0.463321318,0.359870008,-1.287468551,0.197931024,0.338298379,ENSRNOG00000021099,Lysmd1,Unchanged
180.5545653,-0.851666751,0.451577813,-1.885980059,0.059297642,0.133229272,ENSRNOG00000012734,Dcun1d1,Unchanged
269.1808938,-0.374799751,0.32731458,-1.145075026,0.25217808,0.403852827,ENSRNOG00000004978,Prkacb,Unchanged
135.6525601,0.779741394,0.42073099,1.853301545,0.06383915,0.141278068,ENSRNOG00000030736,H2ac20,Unchanged
1698.65521,-0.159053184,0.206032839,-0.771979773,0.440126408,0.597930954,ENSRNOG00000011980,Lrrc7,Unchanged
25.69655248,1.531880345,0.847554743,1.807411683,0.070698114,0.153186545,ENSRNOG00000037217,Nudt17,Unchanged
3.85897662,4.333864642,2.480163964,1.747410536,0.080566151,0.169579145,ENSRNOG00000043332,Foxd1,Unchanged
155.1660054,-0.069664259,0.360864225,-0.193048394,0.846921068,0.9049861,ENSRNOG00000061832,Slc35a3,Unchanged
143.8213694,-0.230894891,0.37351763,-0.6181633,0.536467699,0.680227876,ENSRNOG00000011261,Ttc14,Unchanged
57.69513669,1.609168993,0.614725799,2.617702064,0.008852406,0.028236088,ENSRNOG00000053550,Itga1,Upregulated
349.3694489,0.405353394,0.271983963,1.490357699,0.136130209,0.254287813,ENSRNOG00000025025,Dnttip2,Unchanged
274.2065109,1.457845207,0.282148341,5.166945881,2.38E-07,2.19E-06,ENSRNOG00000012302,Gucy1a1,Upregulated
250.2208327,-0.184919126,0.326789654,-0.565865912,0.571484936,0.708671091,ENSRNOG00000012799,Prkaa1,Unchanged
172.0637654,0.642705089,0.415370559,1.547305351,0.121789632,0.233260652,ENSRNOG00000059480,Supt20h,Unchanged
38.19273522,2.478606796,0.803125425,3.086201383,0.002027315,0.00796189,ENSRNOG00000010121,Lef1,Upregulated
1432.075394,-0.273550993,0.155503416,-1.759131732,0.078555136,0.166422714,ENSRNOG00000021042,Psmd4,Unchanged
117.3687172,-0.94770794,0.454293171,-2.086115312,0.036968179,0.091800484,ENSRNOG00000028403,Ptcd2,Unchanged
25.43541832,1.460358738,1.279773304,1.141107361,0.253825248,0.40573186,ENSRNOG00000021176,Mtmr11,Unchanged
415.1623826,-0.702211765,0.238344019,-2.946210972,0.003216929,0.011896006,ENSRNOG00000049819,Dnajc19,Downregulated
2422.421863,1.590266342,0.134457344,11.82729256,2.82E-32,2.90E-30,ENSRNOG00000025274,Hexb,Upregulated
20.42366254,2.115433567,1.177041053,1.797247055,0.072296407,0.155877292,ENSRNOG00000012723,Trim55,Unchanged
114.3536631,0.15622113,0.468097023,0.333736644,0.738578296,0.830314621,ENSRNOG00000021209,Polr3gl,Unchanged
26.72028619,0.213436217,1.149367449,0.185698853,0.852680928,0.909002303,ENSRNOG00000014059,Odf2l,Unchanged
26.73373523,-0.087018925,0.850426457,-0.102323869,0.91849961,0.951900833,ENSRNOG00000018969,Gpatch4,Unchanged
21.40241323,-0.982865633,0.894746599,-1.098484906,0.271992805,0.426394278,ENSRNOG00000010094,Kcnmb2,Unchanged
235.034516,0.628969196,0.302915719,2.076383486,0.037858497,0.093414557,ENSRNOG00000025285,Gfm2,Unchanged
27.39389619,1.664960979,1.00910228,1.649942738,0.098954648,0.198936549,ENSRNOG00000013269,Tnfsf10,Unchanged
1811.742843,0.084624547,0.157473036,0.537390714,0.590997757,0.723456531,ENSRNOG00000043377,Fdps,Unchanged
140.3115042,0.352617147,0.441315556,0.799013637,0.424282505,0.584176433,ENSRNOG00000031174,Arnt,Unchanged
1384.958671,0.649809713,0.17179728,3.782421422,0.00015531,0.000812735,ENSRNOG00000013963,Il6st,Upregulated
24.98487266,-0.413843224,1.220206551,-0.339158336,0.734490454,0.827447462,ENSRNOG00000042160,NA,Unchanged
613.6657571,-0.67106431,0.228451181,-2.937451704,0.003309217,0.012176144,ENSRNOG00000009835,Tram1l1,Downregulated
309.2311428,-0.565868649,0.301297698,-1.878104786,0.060366832,0.135061119,ENSRNOG00000021170,Plekho1,Unchanged
386.7279931,0.549712493,0.255051618,2.155298981,0.031138446,0.079831489,ENSRNOG00000043329,Rnf180,Unchanged
1.780301768,4.269129549,3.915107873,1.090424501,0.275526194,NA,ENSRNOG00000018236,Cym,NA
41.96498011,-0.384253672,0.764950847,-0.502324657,0.615439167,0.742380705,ENSRNOG00000015140,Trmt13,Unchanged
183.7151729,-0.109152107,0.397339644,-0.274707316,0.78354111,0.862363596,ENSRNOG00000011817,Rpl22l1,Unchanged
28.04347627,3.834406479,1.341601307,2.858081949,0.004262103,0.015125439,ENSRNOG00000060831,Clca1,Upregulated
118.7410228,1.941487507,0.534830516,3.630098597,0.000283313,0.00140283,ENSRNOG00000011913,Cp,Upregulated
245.6133161,-0.699955454,0.285670607,-2.450218668,0.014276948,0.042093834,ENSRNOG00000022929,Mtmr12,Downregulated
4902.058547,2.033196536,0.164242304,12.37924999,3.38E-35,4.27E-33,ENSRNOG00000010263,Cldn11,Upregulated
65.83294177,-0.861595985,0.764509223,-1.12699227,0.259745749,0.412556443,ENSRNOG00000042602,NA,Unchanged
67.72188351,-0.950388409,0.732006315,-1.29833362,0.194172719,0.333258782,ENSRNOG00000049213,Npy2r,Unchanged
674.2797158,-1.693895358,0.26075207,-6.496191401,8.24E-11,1.25E-09,ENSRNOG00000014046,Sertm1,Downregulated
425.9778403,-0.01784609,0.233579583,-0.076402611,0.939098792,0.964225888,ENSRNOG00000011763,Serp1,Unchanged
1424.412227,-0.492104675,0.151391595,-3.250541579,0.001151854,0.004837304,ENSRNOG00000031778,Mef2d,Unchanged
437.3871037,-0.578363878,0.297948231,-1.941155604,0.052239406,0.12024774,ENSRNOG00000019957,Lrig2,Unchanged
197.3361966,-0.350997032,0.423371453,-0.829052195,0.407074873,0.567520046,ENSRNOG00000030049,Znhit6,Unchanged
1135.200417,-0.409795435,0.184184947,-2.224912734,0.026087097,0.068992014,ENSRNOG00000015553,Gatad2b,Unchanged
43.31301718,0.917921644,0.672973572,1.363978738,0.172574258,0.305907219,ENSRNOG00000010515,Trim59,Unchanged
2413.667684,-0.948133614,0.122022849,-7.770131744,7.84E-15,1.91E-13,ENSRNOG00000009276,Schip1,Downregulated
62.86410466,2.667731212,0.606880031,4.395813136,1.10E-05,7.47E-05,ENSRNOG00000020640,Zbtb7b,Upregulated
90.30972399,-1.202411757,0.490297485,-2.452412653,0.014190183,0.041904083,ENSRNOG00000015353,Prss12,Downregulated
4.728910351,5.68384853,2.76483518,2.055763964,0.039805273,0.097142688,ENSRNOG00000057557,Prlr,Unchanged
47.79686377,-0.979595912,0.963895313,-1.016288698,0.309491929,0.467276712,ENSRNOG00000010875,Fam241a,Unchanged
8.350762057,-3.286889982,2.097547226,-1.567015961,0.117110961,0.226188223,ENSRNOG00000042152,Gipc2,Unchanged
193.2555411,-0.111733965,0.330498744,-0.338076821,0.735305298,0.828032112,ENSRNOG00000050321,Zzz3,Unchanged
125.3102539,-0.064166781,0.409526191,-0.156685415,0.875492782,0.924028549,ENSRNOG00000046168,Ppm1l,Unchanged
233.915909,0.106645091,0.342935554,0.310977062,0.755818059,0.842559754,ENSRNOG00000020139,Khdc4,Unchanged
572.6657376,0.800218406,0.233859701,3.421788375,0.000622107,0.002807206,ENSRNOG00000016961,Rps27,Upregulated
35.48203934,1.798905493,0.953882558,1.885877332,0.059311487,0.133238985,ENSRNOG00000012008,S100a3,Unchanged
90.49086571,0.783644122,0.486882626,1.609513421,0.107504123,0.212202735,ENSRNOG00000021101,Sema6c,Unchanged
259.7294309,-0.455107431,0.303520989,-1.499426553,0.133763009,0.251038867,ENSRNOG00000020822,Atp8b2,Unchanged
20.30394319,0.455621279,0.916904354,0.496912549,0.619250722,0.745006909,ENSRNOG00000012946,Mov10,Unchanged
331.7667479,-1.227008521,0.261283477,-4.696081569,2.65E-06,2.04E-05,ENSRNOG00000060329,Emb,Downregulated
350.5221136,0.524021897,0.269537469,1.944152326,0.051877085,0.119610487,ENSRNOG00000014654,LOC691807,Unchanged
406.2992275,-0.25295615,0.279939159,-0.903611166,0.366201618,0.526753623,ENSRNOG00000014000,Kif2a,Unchanged
170.7176792,2.397818157,0.408598903,5.868391073,4.40E-09,5.29E-08,ENSRNOG00000028930,Dab2,Upregulated
143.7169983,0.006389304,0.455748956,0.01401935,0.988814544,0.993795219,ENSRNOG00000017077,Snx7,Unchanged
180.5557649,1.123875146,0.402134532,2.794774027,0.0051936,0.017900012,ENSRNOG00000052247,Manba,Upregulated
25.02464157,0.418259209,0.914126495,0.457550691,0.647275276,0.766072115,ENSRNOG00000022910,Emcn,Unchanged
2093.43817,-0.068091887,0.138436228,-0.491864654,0.622815027,0.747880432,ENSRNOG00000009057,Sec62,Unchanged
186.2956191,1.915817821,0.378386286,5.063126995,4.12E-07,3.63E-06,ENSRNOG00000015936,NA,Upregulated
39.30070836,2.622882968,0.948734844,2.764611192,0.005699068,0.019389025,ENSRNOG00000018865,Adamts12,Upregulated
134.6625609,-0.085432069,0.494027292,-0.172929857,0.862706563,0.915396987,ENSRNOG00000017462,Spata5,Unchanged
223.2340561,-0.258765576,0.360209661,-0.718374891,0.472526165,0.626356176,ENSRNOG00000038902,Rbis,Unchanged
159.7122161,-0.223546705,0.430801516,-0.518908818,0.603824328,0.73344738,ENSRNOG00000027833,Fnip2,Unchanged
213.6377599,1.695995879,0.346211773,4.898723878,9.65E-07,8.06E-06,ENSRNOG00000020706,Kcnn3,Upregulated
30.76591943,-0.576614129,0.880747451,-0.654687253,0.512669134,0.661177806,ENSRNOG00000021468,Grm8,Unchanged
179.4604513,-0.380388152,0.417152299,-0.911868764,0.361837806,0.521925206,ENSRNOG00000007662,Zfp800,Unchanged
83.43434018,-1.350326542,0.677414029,-1.993354853,0.046222604,0.109163358,ENSRNOG00000010950,Cep41,Unchanged
485.473687,0.168602609,0.305039878,0.552723171,0.580452984,0.714674757,ENSRNOG00000009513,Akr1b1,Unchanged
1135.203075,-0.471855827,0.198844139,-2.372993384,0.01764458,0.050111753,ENSRNOG00000010702,Ube3c,Unchanged
149.2444285,0.405046513,0.440151982,0.920242393,0.357446105,0.517195609,ENSRNOG00000061080,Kmt2c,Unchanged
364.6033475,-0.520021748,0.272103014,-1.911120866,0.05598905,0.127225525,ENSRNOG00000008117,Galnt11,Unchanged
1805.767529,0.030633475,0.162215024,0.188844866,0.850214406,0.907340618,ENSRNOG00000005310,Cul1,Unchanged
315.1304792,0.075222248,0.279578918,0.26905551,0.787886966,0.865309027,ENSRNOG00000010466,Chpf2,Unchanged
253.2317611,-0.023091623,0.32161883,-0.071798107,0.942762579,0.966215598,ENSRNOG00000010609,Abcf2,Unchanged
294.2778463,-0.619730259,0.301462112,-2.055748411,0.039806773,0.097142688,ENSRNOG00000021938,Lrrtm4,Unchanged
32.62142083,-0.755776862,1.077850359,-0.701189043,0.483185047,0.635810453,ENSRNOG00000010301,Eif4e3,Unchanged
1286.288998,-0.292757168,0.204845108,-1.429163584,0.152957222,0.278456078,ENSRNOG00000011653,Washc2c,Unchanged
1017.872889,-0.366334211,0.186365654,-1.965674485,0.049336224,0.115021956,ENSRNOG00000010601,Srpk2,Unchanged
43.64276146,-0.37714279,0.809757622,-0.465747749,0.64139607,0.761630618,ENSRNOG00000011791,Zfand4,Unchanged
465.8753569,-0.224219856,0.274148895,-0.817876196,0.413427884,0.57386136,ENSRNOG00000021614,Kmt2e,Unchanged
136.3092459,1.352457667,0.402256844,3.362174407,0.000773313,0.003398544,ENSRNOG00000012297,Marchf8,Upregulated
252.1949055,0.446649477,0.355209847,1.257424253,0.208600052,0.351721957,ENSRNOG00000006576,Bms1,Unchanged
7.488897787,3.002304694,2.487865349,1.206779416,0.227517105,0.375120402,ENSRNOG00000040108,NA,Unchanged
36.9748839,-0.231824646,0.890711945,-0.260268932,0.794656336,0.87042083,ENSRNOG00000037251,NA,Unchanged
35.57879904,-1.036342171,1.060038702,-0.977645599,0.328249637,0.487037766,ENSRNOG00000009742,Rad52,Unchanged
335.237548,0.571244809,0.259516311,2.201190391,0.027722548,0.072518198,ENSRNOG00000010591,Kdm5a,Unchanged
2108.947284,-0.332429374,0.182191214,-1.824618034,0.06805869,0.148622884,ENSRNOG00000005726,Pclo,Unchanged
1451.82728,1.302686138,0.17132661,7.603524874,2.88E-14,6.69E-13,ENSRNOG00000014083,Iqsec3,Upregulated
2422.647989,1.517655048,0.128867733,11.77684291,5.14E-32,5.14E-30,ENSRNOG00000007234,Cyp51,Upregulated
50.90518184,1.302763442,0.698913883,1.863982779,0.062324123,0.138670925,ENSRNOG00000010822,Dlx6,Unchanged
153.9940435,0.769121896,0.375327233,2.049203541,0.040442216,0.098367448,ENSRNOG00000027869,Sox5,Unchanged
114.9747138,1.125063969,0.454173809,2.477166113,0.013243025,0.039613008,ENSRNOG00000005767,Tulp3,Upregulated
194.1346543,1.212129188,0.33199097,3.651090841,0.000261129,0.001303595,ENSRNOG00000051620,Tspan9,Upregulated
442.4724426,0.581555072,0.24303659,2.392870436,0.016717143,0.047895779,ENSRNOG00000010421,Wdr91,Upregulated
14.852817,0.518020568,1.302887502,0.397594242,0.690929306,0.797243653,ENSRNOG00000006048,Ezh2,Unchanged
108.125687,0.26556981,0.483416226,0.549360562,0.582758033,0.716639017,ENSRNOG00000042939,Nrip2,Unchanged
235.8115596,-0.491435237,0.324721389,-1.513405811,0.13017661,0.245891104,ENSRNOG00000010154,Zc3hc1,Unchanged
113.4232464,2.128907433,0.489633962,4.347957039,1.37E-05,9.14E-05,ENSRNOG00000010233,Cald1,Upregulated
51.46665172,0.502258358,0.694996966,0.722677051,0.469878318,0.62452577,ENSRNOG00000029308,Irag2,Unchanged
133.7434693,0.53504692,0.395187627,1.353906053,0.175766352,0.309859457,ENSRNOG00000028219,Tmem209,Unchanged
109.5614401,-0.54347429,0.568844172,-0.955400999,0.339374949,0.498944523,ENSRNOG00000006711,Zfp212,Unchanged
287.8940705,-0.595990811,0.319296274,-1.866576152,0.0619608,0.13801166,ENSRNOG00000007134,Strap,Unchanged
218.0991443,2.354791699,0.352152927,6.686844043,2.28E-11,3.73E-10,ENSRNOG00000012495,Podxl,Upregulated
1.581446827,-4.160429425,3.93527976,-1.057213128,0.29041433,NA,ENSRNOG00000001830,Arntl2,NA
907.6392234,0.507480085,0.20326784,2.496607854,0.012538753,0.037772825,ENSRNOG00000011854,Dennd11,Upregulated
514.5596768,-0.247694864,0.255439862,-0.969679761,0.332206142,0.491495088,ENSRNOG00000049378,Dennd5b,Unchanged
219.2913925,0.615558216,0.332539167,1.851084855,0.064157347,0.141735673,ENSRNOG00000026748,Dennd2a,Unchanged
4779.739823,-0.513712535,0.140316849,-3.661089448,0.000251145,0.001260048,ENSRNOG00000045771,NA,Downregulated
71.99293542,0.005089579,0.599968427,0.008483078,0.993231564,0.996925245,ENSRNOG00000024617,NA,Unchanged
282.1626875,-0.672483234,0.392407173,-1.713738386,0.086576784,0.179317486,ENSRNOG00000001852,Ergic2,Unchanged
32.45682336,1.970606367,1.090375767,1.80727271,0.070719769,0.153209742,ENSRNOG00000014753,Tcf7l1,Unchanged
120.2146154,-0.328166862,0.405360195,-0.809568541,0.418188195,0.578856758,ENSRNOG00000015589,Smyd5,Unchanged
138.7829383,2.768807599,0.5023561,5.511643235,3.55E-08,3.70E-07,ENSRNOG00000007041,Abcg2,Upregulated
425.1558279,-0.389354302,0.234572347,-1.659847404,0.096945155,0.19603375,ENSRNOG00000039862,Cldn12,Unchanged
233.9334133,0.175582779,0.366836229,0.478640782,0.632194201,0.754674411,ENSRNOG00000013911,Nagk,Unchanged
552.0010222,-0.232052672,0.270492528,-0.857889396,0.39095354,0.551195253,ENSRNOG00000008234,Lrrc61,Unchanged
373.5911565,-0.138487584,0.283168087,-0.489064941,0.624795721,0.749230142,ENSRNOG00000006968,Mrpl19,Unchanged
40.28336823,0.405414065,0.66332172,0.611187683,0.541075337,0.683562124,ENSRNOG00000008658,Mitf,Unchanged
149.7789562,-1.41684712,0.383481554,-3.694694324,0.000220151,0.001116961,ENSRNOG00000029321,Ccser1,Downregulated
237.3242952,-0.234283332,0.315108144,-0.743501355,0.457178202,0.613454692,ENSRNOG00000016813,Tia1,Unchanged
1095.674444,2.36054091,0.196135472,12.03525747,2.32E-33,2.58E-31,ENSRNOG00000023708,Tmem176a,Upregulated
1142.115454,2.127731641,0.17812,11.94549541,6.85E-33,7.55E-31,ENSRNOG00000005686,Suclg2,Upregulated
5.566453242,1.527945361,2.465365245,0.619764298,0.535412977,0.679179928,ENSRNOG00000006776,Smyd1,Unchanged
820.2394434,-0.685130115,0.202838598,-3.377710766,0.000730919,0.003228457,ENSRNOG00000012035,Rnf181,Downregulated
449.0619433,-0.501431825,0.241887895,-2.072992632,0.038172965,0.094041251,ENSRNOG00000022448,Htra2,Unchanged
3.905676279,-5.467897903,3.004836424,-1.819699022,0.068804852,0.149896668,ENSRNOG00000005798,Cav3,Unchanged
41.99934786,3.4380483,0.843959207,4.073713838,4.63E-05,0.000273762,ENSRNOG00000006583,Hpgds,Upregulated
28.48213529,1.332902903,1.001059773,1.331491825,0.183027233,0.319179969,ENSRNOG00000008622,Creb5,Unchanged
69.80797949,-1.116410125,0.622837702,-1.792457523,0.073059707,0.15725354,ENSRNOG00000013517,Phtf2,Unchanged
3418.172513,-1.491615027,0.161469865,-9.237730087,2.52E-20,1.06E-18,ENSRNOG00000033531,Cacna2d1,Downregulated
93.15110692,3.016691304,0.570242264,5.290192424,1.22E-07,1.19E-06,ENSRNOG00000016316,Mcm2,Upregulated
965.6783388,0.405030433,0.190948562,2.121149427,0.03390923,0.08561744,ENSRNOG00000033202,Fbxo41,Unchanged
336.6837981,0.349710789,0.286525571,1.220522091,0.222267021,0.368552806,ENSRNOG00000009019,Slc6a6,Unchanged
453.3618342,0.228539397,0.220991113,1.034156501,0.301063006,0.458608169,ENSRNOG00000005502,Ankib1,Unchanged
419.9550711,0.182501443,0.292477738,0.623984048,0.532638061,0.677010118,ENSRNOG00000010133,Bpgm,Unchanged
123.448311,-0.711020844,0.446041848,-1.594067567,0.110920902,0.217238067,ENSRNOG00000010090,Ccdc174,Unchanged
189.0846605,0.329827136,0.357671993,0.922149742,0.356450474,0.516336592,ENSRNOG00000011008,Bet1,Unchanged
10.00253311,2.558045324,1.83965515,1.39050263,0.164376301,0.294849068,ENSRNOG00000010898,Prok2,Unchanged
238.5116126,-0.966266812,0.397585438,-2.430337531,0.015084767,0.044002742,ENSRNOG00000005908,Dmtf1,Downregulated
207.0906948,0.334253215,0.30635949,1.091048998,0.275251323,0.430153201,ENSRNOG00000007519,Tmem43,Unchanged
1288.99467,-0.471511371,0.149584716,-3.152136017,0.001620808,0.006562488,ENSRNOG00000007152,Bhlhe40,Unchanged
11.05316482,-3.402198875,1.635046937,-2.080795847,0.037452596,0.092740078,ENSRNOG00000043400,LOC100910678,Unchanged
690.8577511,-1.045509761,0.239782445,-4.360243145,1.30E-05,8.70E-05,ENSRNOG00000023065,Zfp637,Downregulated
91.35185683,-0.033658032,0.50116029,-0.067160213,0.946454159,0.968675618,ENSRNOG00000005376,Mad2l1,Unchanged
